code,y,x1,x2,x3,x4,x5
7A06076             ,,75700,,200,0,1240
7A06075             ,,71000,,200,0,1250
7A06073             ,,72250,,200,0,1270
7A06072             ,,74300,,0,0,1464
7A06071             ,,72450,,0,0,1386
7A06070             ,,68350,,0,0,1473
7A06068             ,,69900,,0,0,1462
7A06067             ,,71500,,0,0,1451
7A06066             ,,73550,,0,0,1448
7A06065             ,,72600,,0,0,1443
7A06064             ,,72750,,0,0,1562
7A06062             ,,67500,,0,0,1451
